cnpj_basico,cnpj_ordem,cnpj_dv,matriz_filial,nome_fantasia,codigo_situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,nome_cidade_exterior,codigo_pais,data_inicio_atividade,cnae_principal,cnae_secundario,tipo_logradouro,logradouro,numero,complemento,bairro,cep,uf,codigo_municipio_siafi,ddd1,telefone1,ddd2,telefone2,dddfax,fax,email,situacao_especial,data_situacao_especial
60072774,0001,50,1,,02,20051103,00,,,19890301,4712100,,AVENIDA,INOCENCIO SERAFICO,699,,VL SILVIANIA,06320290,SP,6313,,,,,,,,,
60072782,0001,04,1,,08,20081231,71,,,19890301,4771701,,AVENIDA,BRASILIA,1247,A,VILA LOYOLA,13870590,SP,7083,,,,,,,,,
60072790,0001,42,1,,04,20181218,63,,,19890301,4755502,,RUA,JOSE MACHADO,131,,JARDIM SANTA LUCIA,13060461,SP,6291,,,,,,,,,
60072808,0001,06,1,,02,20031004,00,,,19890301,1521100,,RUA,MINAS GERAIS,1785,,VILA APARECIDA,14401229,SP,6425,,,,,,,,,
60072816,0001,52,1,,03,20181228,21,,,19890301,4723700,,RUA,OHIO,57,,PARQUE DAS AMERICAS,09351260,SP,6689,,,,,,,,,
60072824,0001,07,1,,08,19921231,01,,,19890301,4782201,,RUA,ANTONIO BERNARDES PINTO,2910,,VILA CHICO JULIO,14409242,SP,6425,,,,,,,,,
60072832,0001,45,1,,08,20081231,71,,,19890301,8888888,,RUA,FREI DURAO,580,,V D PEDRO II,04274000,SP,7107,,,,,,,,,
60072840,0001,91,1,,08,20081231,71,,,19890301,4774100,,ESTRADA,DO CAMPO LIMPO ATIBAIA,S/N,KM 15,RIO ACIMA,12953162,SP,6181,,,,,,,,,
60072857,0001,49,1,,08,19900109,01,,,19890301,4774100,,RUA,RANCHO,162,,SAUDE,08210040,SP,7107,,,,,,,,,
60072865,0001,95,1,,08,20201127,01,,,19890228,4639701,4637199,RUA,GEOLANDIA,802,,VILA MEDEIROS,02217000,SP,7107,,,,,,,,,
60072873,0001,31,1,,04,20220609,63,,,19890301,4761001,,RUA,SENADOR R.SIMONSEN,243,,JARDIM NOVO MUNDO,12900005,SP,6251,,,,,,,,,
60072881,0001,88,1,,08,20150209,73,,,19890301,4744005,,AVENIDA,NORDESTINA,5365,,GUAIANAZES,08431410,SP,7107,,,,,,,,,
60072899,0001,80,1,VIDA NOVA COMERCIO DE PESCADOS,08,20150209,73,,,19890301,4729601,,AVENIDA,INDEPENDENCIA,681,,CENTRO,11990000,SP,6299,,,,,,,,,
60072907,0001,98,1,,08,19930331,01,,,19890301,8888888,,RUA,ZELINDA ZANELLA,30,,CENTRO,09721210,SP,7075,,,,,,,,,
60072915,0001,34,1,,04,20181023,63,,,19890301,4530703,,RUA,ANTONIO DE BARROS,1961,,TATUAPE,03401000,SP,7107,,,,,,,,,
60072923,0001,80,1,ALTITUDE 2,08,20081231,71,,,19890301,4781400,,RUA,DONA MARIA ALVES,326,LOJA 11,CENTRO,11680000,SP,7209,,,,,,,,,
60072931,0001,27,1,,08,19941223,09,,,19890301,4774100,,RUA,SANTOS DUMONT,608,,CAMBUI,13024021,SP,6291,,,,,,,,,
60072949,0001,29,1,,08,19950831,01,,,19890301,8888888,,RUA,JOAO DARTORA,356,,CRESCIUMA,07700001,SP,6281,,,,,,,,,
60072956,0002,01,2,,08,20190821,01,,,19961227,7732201,7732202,RUA,ANDRONICO P GONCALVES,38,SALA 5 L,CENTRO,06803415,SP,6401,,,,,,,,,
60072956,0001,20,1,,08,20190821,01,,,19890301,7490104,,AVENIDA,CORIFEU DE AZEVEDO MARQUES,1017,CONJ  01                  CONJ  02,BUTANTA,05581000,SP,7107,11,39041800,,,,,ORGANDRADE@UOL.COM.BR,,
60072964,0001,77,1,,04,20210305,63,,,19890228,9521500,9529199,RUA,MERE AMEDEA,826,,VILA MARIA ALTA,02125001,SP,7107,,,,,,,,,
60072972,0001,13,1,,08,19890925,01,,,19890301,1531901,1540800,RUA,CIRO E ROSA FALEIROS,1292,,JARDIM AEROPORTO I,14400902,SP,6425,,,,,,,,,
60072980,0001,60,1,FUNDICA CAMPINEIRA,04,20181218,63,,,19890301,4774100,,RUA,DONATO PEDRO DOS SANTOS,213,,JD STA LUCIA,13024500,SP,6291,,,,,,,,,
60072998,0001,61,1,,08,19910930,01,,,19890301,1412601,1412603,RUA,D PERO LEITAO,141,CASA 4,VILA GUMERCINDO,08210040,SP,7107,,,,,,,,,
60073004,0001,21,1,INDUSTRIA DE CALCADOS MARIUCHA,08,20081231,71,,,19890301,1531901,1540800,RUA,NAMITALA BAUAB,399 F,,JARD JORGE ATALLA,17211470,SP,6607,,,,,,,,,
60073012,0001,78,1,,08,19920721,01,,,19890301,4781400,,RUA,CAPITAO JOSE LEITE,12,AP 02,CENTRO,08570030,SP,6563,,,,,,,,,
60073020,0001,14,1,LADY ZU,08,20050908,01,,,19890301,1412601,1412603,RUA,FRANCISCO CASAMASSA,521,,PARQUE VITORIA,07855120,SP,6429,,,,,,,,,
60073038,0001,16,1,,08,19890301,09,,,19890301,4712100,,RUA,ANTONIO B PINTO,5157,,VILA IMPERADOR,14409242,SP,6425,,,,,,,,,
60073046,0001,62,1,CIMCAL-MATERIAIS PARA CONSTRUCAO,08,20081231,71,,,19890301,4744001,,AVENIDA,SANTO ANTONIO,2481,,SAO MIGUEL,17506040,SP,6681,,,,,,,,,
60073053,0001,64,1,CASA DE CARNE RODRIGUES,08,20081231,71,,,19890301,4722901,,RUA,NOVE DE JULHO,410,,CENTRO,14490000,SP,6973,,,,,,,,,
60073061,0001,00,1,KI-DELICIA,08,20150209,73,,,19890301,5611203,,,AVEN CARLOS FERNANDES,1050,,CENTRO,14610000,SP,6527,,,,,,,,,
60073079,0001,02,1,FLASH ASSESSORIA & ATENDIMENTO,08,19910801,01,,,19890301,7311400,,AVENIDA,JOAO PILON,397,,CENTRO,18520000,SP,6331,,,,,,,,,
60073087,0001,59,1,BICICLETARIA LUANA,04,20210406,63,,,19890301,4763603,,RUA,LUIZ PEREIRA,508,,CENTRO,14610000,SP,6527,,,,,,,,,
60073095,0001,03,1,,04,20181023,63,,,19890301,4781400,,RUA,MACHADO NUNES,138,,JD.N.SRA. CARMO,08275310,SP,7107,,,,,,,,,
60073103,0001,03,1,O SORVETAO,04,20190104,63,,,19890301,5611203,,AVENIDA,29 DE AGOSTO,90,,CENTRO,13610210,SP,6635,,,,,,,,,
60073111,0001,50,1,,08,20041001,01,,,19890301,4729699,,RUA,HORACIO ROMEU,186,,PIRITUBA,05159300,SP,7107,,,,,,,,,
60073129,0001,51,1,,08,19900220,01,,,19890301,4774100,,AVENIDA,29 DE AGOSTO,590,,CENTRO,13610210,SP,6635,,,,,,,,,
60073137,0001,06,1,,08,19911231,01,,,19890301,4781400,,RUA,ANTONIO CARLOS TINOCO,624,,JARDIM GRAJAUNA,14030549,SP,6969,,,,,,,,,
60073145,0001,44,1,"BAIZ - PARAFUSOS, PECAS E ACESSORIOS",02,20050611,00,,,19890301,4530703,"4744099,4930202,7732201,4313400,4311801,4330404,4330405,4391600,4399199",RUA,JOAO JUNQUEIRA DA COSTA,460,FUNDOS: A;,CENTRO,13880000,SP,7231,19,36431605,,,19,36431605,JTRIBEIROCONTABIL@GMAIL.COM,,
60073152,0001,46,1,VISION COMERCIAL E EXPORTADORA,08,20081231,71,,,19890301,4774100,,RUA,DOS SALGUEIROS,35,APTO 61,DEMARCHI,09820560,SP,7075,,,,,,,,,
60073160,0001,92,1,,08,20150209,73,,,19890301,5611203,,RUA,BALTAZAR BATISTA,10-42,,VILA SAO PAULO,17022112,SP,6219,,,,,,,,,
60073178,0001,94,1,FUNERARIA SAO CAETANO,08,20081231,71,,,19890301,4774100,,RUA,MAL FLORIANO PEIXOTO,62,,CENTRO,18740000,SP,7177,,,,,,,,,
60073186,0001,30,1,,08,19890817,09,,,19890301,4755501,,AVENIDA,SEBASTIAO CAMARGO,1003,,ROSANA,19280000,SP,7187,,,,,,,,,
60073194,0001,87,1,,08,19900831,01,,,19890301,5611203,,RUA,DR ARNO KIEFFER,636,,CENTRO,17800000,SP,6101,,,,,,,,,
60073202,0001,95,1,CASAS TALMAR,08,19920116,01,,,19890301,4713004,,RUA,JUSTINO BRIZOLA,306,,CENTRO,18470000,SP,6971,,,,,,,,,
60073210,0001,31,1,HENRIETTE MODAS,08,20060704,01,,,19890301,4781400,,RUA,IGUACU,809,,CENTRO,16900187,SP,6141,,,,,,,,,
60073228,0001,33,1,DISNEY BRINQUEDOS,08,20081231,71,,,19890301,4713004,,RUA,TREZE DE MAIO,301,,CENTRO,12281600,SP,6271,,,,,,,,,
60073236,0001,80,1,,08,20150209,73,,,19890301,4721104,,AVENIDA,ANTONIO ALBINO,159,,VILA PACIFICO,14840000,SP,6473,,,,,,,,,
60073244,0001,26,1,,08,20081231,71,,,19890301,4511103,,VIA,ANHANGUERA,SN,KM 231,ZONA RURAL,13660000,SP,6915,,,,,,,,,
60073251,0001,28,1,BAR CLUB DO STEFANI,08,19920930,01,,,19890301,5611203,,RUA,GETULIO VARGAS,999,,SOROCABANO,14870470,SP,6587,,,,,,,,,
60073269,0001,20,1,,08,20081231,71,,,19890301,1521100,,RUA,AMERICO MACHADO,86,,VILA BONILHA,02919130,SP,7107,,,,,,,,,
60073277,0001,76,1,CEREALISTA RIO GRANDE,08,19980430,01,,,19890301,4611700,,RUA,ARARAQUARA,1298,,CENTRO,15670000,SP,6909,,,,,,,,,
60073285,0001,12,1,,08,20210928,01,,,19890301,4751201,"4744001,4753900,4763602,4789007,4761003,4530705,4772500",RUA,CARLOS GOMES,191,SALA 05,CENTRO,16010310,SP,6155,,,,,,,,,
60073293,0001,69,1,CAFE E PAO DE QUEIJO,04,20181228,63,,,19890301,5611203,,RUA,DEPUTADO CLARO CESAR,76,,CENTRO,12400220,SP,6861,,,,,,,,,
60073301,0001,77,1,,08,20081231,71,,,19890301,5611203,,RUA,PANORAMA,95,FRENTE,JD SANTO EDUARDO,06823250,SP,6401,,,,,,,,,
60073319,0001,79,1,BECHARA INDUSTRIA DE ALIMENTOS,02,20051103,00,,,19890301,4723700,,RUA,JOSE FRANCO PEREA,S/N,,DISTR INDUSTRIAL,18304550,SP,6305,,,,,,,,,
60073327,0001,15,1,,08,19891220,01,,,19890301,4729601,,RUA,MANUEL CORREIA,87,,VL PALMEIRAS,02728050,SP,7107,,,,,,,,,
60073335,0001,61,1,PADARIA E LANCHONETE NOSSA SENHORA D'AJUDA,02,20051103,00,,,19890301,1091101,,PRACA,NOSSA SENHORA D'AJUDA,15,,CACAPAVA VELHA,12283530,SP,6271,,,,,,,,,
60073343,0001,08,1,,08,19930505,01,,,19890301,5611203,,RUA,ANHEMBI,117,,JD CAIUBY,08588530,SP,6563,,,,,,,,,
60073350,0001,00,1,,08,19940928,01,,,19890301,4774100,,AVENIDA,DOM LUCIO,255,,CENTRO,18602092,SP,6249,,,,,,,,,
60073368,0001,01,1,REALCE CAR LAVA RAPIDO,08,19990623,01,,,19890301,4723700,,AVENIDA,ANACE,370,,JD UMARIZAL,05755090,SP,7107,,,,,,,,,
60073376,0001,58,1,CAROL J BYKE,08,20111222,01,,,19890301,4763603,,RUA,MINAS GERAIS,1316,,JARDIM BELA VISTA,14750000,SP,6891,,,,,,,,,
60073384,0001,02,1,,04,20190110,63,,,19890301,1411801,"1411802,1412601",RUA,DR. JOSE VIZIOLI,273,,CENTRO,13400450,SP,6875,,,,,,,,,
60073392,0001,40,1,,08,19900530,01,,,19890301,4754701,,AVENIDA,VINTE E NOVE DE ABRIL,628,,CENTRO,13255300,SP,6569,,,,,,,,,
60073400,0001,59,1,,04,20190104,63,,,19890301,4755502,,RUA,NOSSA SENHORA APARECIDA,329,,VL JAPAO,08588670,SP,6563,,,,,,,,,
60073418,0001,50,1,BOMBONIERE SANTA RITA,04,20181228,63,,,19890301,5611204,,RUA,JOSE M V FERRAZ,186,MERC MUNIP BOX 4,CENTRO,12425190,SP,6861,,,,,,,,,
60073426,0001,05,1,PREMIER BLOCOS E ARTEFATOS DE CIMENTO,04,20201023,63,,,19890301,2330301,,RUA,GENERAL FLORES,188,,VL HUMAITA,09121290,SP,7057,,,,,,,,,
60073434,0001,43,1,,08,20081231,71,,,19890301,7490101,,RUA,JOAQUIM R SANTOS,530,,CENTRO,12955000,SP,6241,,,,,,,,,
60073442,0001,90,1,STA CRUZ EXTINTORES,08,20091229,01,,,19890301,4530703,,RUA,BARAO DO RIO BRANCO,300,,CENTRO,18900000,SP,7029,,,,,,,,,
60073459,0001,47,1,LOJA BOM JESUS,08,19900309,01,,,19890301,4774100,,AVENIDA,AMADEU BIZELLI,602,ANEXO,CENTRO,15600001,SP,6411,,,,,,,,,
60073467,0001,93,1,KANEI REPRESENTACOES,08,19891030,01,,,19890301,4729601,,RUA,TAPAJOS,137,,BAIRRO DO CRUZEIRO,18460000,SP,6565,,,,,,,,,
60073475,0001,30,1,GIRASSOL FLORES,04,20190108,63,,,19890301,4789002,8230001,AVENIDA,RIO BRANCO,679,,INDAIA,11665600,SP,6311,12,38826725,12,38826725,,,girassolflores@hotmail.com,,
60073483,0001,86,1,BAZAR DOS PLASTICOS COMERCIO E REPRESENTACOES,08,20081231,71,,,19890301,8888888,,RUA,DOS ACAJUS,35,,VILA BOA VISTA,13064745,SP,6291,,,,,,,,,
60073491,0001,22,1,NETO SUCATAS,02,20041030,00,,,19890301,4785799,"4399104,4687701,4687702,4687703",RUA,SAO CAETANO DO SUL,53,,DISTRITO INDUSTRIAL I,13733410,SP,6711,19,36569900,19,36564521,19,36563028,DATAECO@ESCRITORIOECO.COM.BR,,
60073509,0001,96,1,CASA DE CARNES CADINI,08,20110713,01,,,19890301,4744001,,AVENIDA,JOAO DE SOUZA FILHO,268,,JARDIM MORRO ALTO,13140031,SP,6831,,,,,,,,,
60073517,0001,32,1,,08,20050704,01,,,19890301,8299706,,ALAMEDA,YAYA,616,,JD.LEDA,07060000,SP,6477,,,,,,,,,
60073525,0001,89,1,F.G.COMERCIO E CONFECCAO DE ROUPAS,08,19910103,01,,,19890301,1412601,1412603,AVENIDA,BARAO DE ITAPURA,680,,J.D.GUANABARA,13020430,SP,6291,,,,,,,,,
60073533,0001,25,1,BAR E MERCEARIA FERNANDO CRUZ,08,20081231,71,,,19890301,4729601,,RUA,DUARTE CADETE,10,,VILA ELIAS,11940000,SP,6593,,,,,,,,,
60073541,0001,71,1,,08,20081231,71,,,19890301,4712100,,RUA,AURELIO SEGALIO,123,TERREO,VILA CARMINHA,13045070,SP,6291,,,,,,,,,
60073558,0001,29,1,KARBOGASES,08,20171005,01,,,19890301,4784900,,RUA,ABOLICAO,129,,PONTE PRETA,13041902,SP,6291,19,32552454,,,19,32552454,,,
60073566,0001,75,1,,08,20120216,01,,,19890301,4712100,,RUA,REALINDO J MENDONCA,4223,,VILA IMPERADOR,14405201,SP,6425,,,,,,,,,
60073574,0001,11,1,,08,19930511,01,,,19890301,4774100,,AVENIDA,PRESTES MAIA,41,,BOA VISTA,16074100,SP,6155,,,,,,,,,
60073582,0001,68,1,BRAS NORTE,08,19940430,01,,,19890301,4729601,,RUA,DUQUE DE CAXIAS,85,FUNDOS,CENTRO,15980000,SP,6381,,,,,,,,,
60073590,0001,04,1,,08,20011019,01,,,19890301,4789099,,RUA,SILVARES,640,,PATR SILVARES,16201013,SP,6229,,,,,,,,,
60073608,0001,78,1,,08,20081231,71,,,19890301,5611203,,AVENIDA,ALFONSO ROSSAFA MOLINA,3087,,CENTRO,15700002,SP,6597,,,,,,,,,
60073616,0001,14,1,,08,20081231,71,,,19890301,5611203,,RUA,QUINTINO BOCAIUVA,S/N,,CENTRO,15120000,SP,6751,,,,,,,,,
60073624,0001,60,1,,08,19890905,01,,,19890301,4781400,,RUA,VOLUNTARIOS DA FRANCA,1450,SALA 04,CENTRO,14400902,SP,6425,,,,,,,,,
60073632,0001,07,1,BABY CALCADOS,08,20010314,01,,,19890301,4782201,,RUA,ANA JACINTA DE FREITAS,161,CASA A,CENTRO,14500000,SP,6583,,,,,,,,,
60073640,0001,53,1,,08,20081231,71,,,19890301,4781400,,RUA,MONSENHOR ROSA,1571,,CENTRO,14400670,SP,6425,,,,,,,,,
60073657,0001,00,1,PNEUS CENTER,08,20081231,71,,,19890301,4530701,,RUA,ALEXANDRE FLEMING,784,,NOVA CAMPINAS,13092340,SP,6291,,,,,,,,,
60073665,0001,57,1,,08,20081231,71,,,19890301,4530701,,RUA,DR PRUDENTE DE MORAES,2766,,JARDIM NATAL,08613000,SP,7151,,,,,,,,,
60073673,0001,01,1,VIDRACARIA PAULISTA,08,20150209,73,,,19890301,4743100,4789099,RUA,ANANIAS EVANGELISTA DE TOLEDO,337,,VILA PRADO,13574280,SP,7079,016,33717822,,,,,,,
60073681,0001,40,1,BAR E PASTELARIA SANTIAGO,08,19900629,01,,,19890301,4729601,,,PRC  24 DE DEZEMBRO,09,,CENTRO,14490000,SP,6973,,,,,,,,,
60073699,0001,41,1,DROGARIA BARAO,08,20020912,01,,,19890301,4771701,,AVENIDA,GONCALVES JUNIOR,547,,VILA BARAO,18065610,SP,7145,,,,,,,,,
60073707,0001,50,1,O FRANGAO,08,19970325,01,,,19890301,4729601,,AVENIDA,SAO PAULO,43,,CENTRO,17830000,SP,6421,,,,,,,,,
60073715,0001,04,1,LA SONY ALTA COSTURA,08,19921231,01,,,19890301,4781400,,RUA,HUM,95,,ST LUZIA-ALUMINIO,18120000,SP,6669,,,,,,,,,
60073723,0001,42,1,BAR DO VANDO,08,19940923,01,,,19890301,5611203,,RUA,MARIA BENEDITA DE JESUS,40,,AGISSE,19600000,SP,6945,,,,,,,,,
60073731,0001,99,1,NELI PRESENTE,02,20051103,00,,,19890301,4755501,,RUA,JOAO LEME DOS SANTOS,38,,CENTRO,18160000,SP,7007,,,,,,,,,
60073749,0001,90,1,,08,19910916,01,,,19890301,4713004,,RUA,FRANCISCO PECORARO,74,,V.VITORIO MAZZEI,02408150,SP,7107,,,,,,,,,
60073756,0001,92,1,CASA DE CARNE E MERCEARIA FREITAS,08,20081231,71,,,19890301,4722901,,RUA,AFRICA,427,,VILA ANTUNES CAJATI,11940000,SP,6593,,,,,,,,,
60073764,0001,39,1,,08,20130304,54,,,19890301,4723700,,RUA,SAO PAULO,3-5,,JD.BELA VISTA,17060050,SP,6219,,,,,,,,,
60073772,0001,85,1,CARLITO MODAS,08,19920831,01,,,19890301,4755501,,RUA,CAP.VITORIANO MACHADO,165,,CENTRO,14540000,SP,6503,,,,,,,,,
60073780,0001,21,1,CASA DE CARNE MUNDO NOVO,08,20150617,01,,,19890301,4722901,,AVENIDA,FORT ERNESTO VETORAZZO,450,,JD VETORAZZO,15042102,SP,7097,,,,,,,,,
60073798,0001,23,1,BAR E MERCEARIA PEIXOTO,08,20081231,71,,,19890301,4723700,,RUA,DEZ A,1212,,VILA NOVA,13500270,SP,6979,,,,,,,,,
60073806,0001,31,1,,08,19900605,01,,,19890301,4712100,,AVENIDA,CARLOS ADOLFSON,1913,,CIDADE,14900000,SP,6555,,,,,,,,,
60073814,0001,88,1,SOFT ESPORTES,08,19980630,01,,,19890301,4774100,,RUA,13 DE MAIO,161,,CENTRO,13720000,SP,7095,,,,,,,,,
60073822,0001,24,1,,08,20081231,71,,,19890301,4712100,,RUA,JORGE MATTAR,1000,,JARDIM PLANALTO,14409088,SP,6425,,,,,,,,,
60073830,0001,70,1,,03,20150126,21,,,19890301,4633801,,RUA,JACINTO FIOCCO,90,,VILA EROISE,13610540,SP,6635,,,,,,,,,
60073848,0001,72,1,,04,20181218,63,,,19890301,5611203,,RUA,SGTO JOSE DOS SANTOS,6-74,,V.NOVA ESPERANCA,17053460,SP,6219,,,,,,,,,
60073855,0001,74,1,,08,19910130,09,,,19890301,4671100,,RUA,ALVES DOS SANTOS,168,,FERREIRA,05743160,SP,7107,,,,,,,,,
60073863,0001,10,1,,08,20081231,71,,,19890301,4754701,,RUA,RIO GRANDE DO SUL,365,,JARDIM CRUZEIRO,18680630,SP,6637,,,,,,,,,
60073871,0001,67,1,,08,20081231,71,,,19890301,8888888,,RUA,MARANHAO,1267,,SANTA PAULA,09541001,SP,7077,,,,,,,,,
60073889,0001,69,1,FERTISIL REPRESENTACOES,08,20081231,71,,,19890301,4771701,,RUA,RUI BARBOSA,386,,CENTRO,18460000,SP,6565,,,,,,,,,
60073897,0001,05,1,,08,20020926,01,,,19890301,5611203,,AVENIDA,SALVADOR SINDONA,226,,JARDIM SINDONA,06050210,SP,6789,,,,,,,,,
60073905,0001,13,1,GRAFICA ARIZONA,08,19931020,01,,,19890301,1821100,,RUA,HONORIO MAIA,145,,TATUAPE,08210040,SP,7107,,,,,,,,,
60073913,0001,60,1,COMERCIAL DE ALIMENTOS INAIZA,08,20081231,71,,,19890301,4712100,,RUA,ACAIPE,188,,BURGO PAULISTA,03682040,SP,7107,,,,,,,,,
60073921,0001,06,1,,08,20081231,71,,,19890301,4744001,,RUA,INOCENCIO SERAFICO,2216,A,VILA DIRCE,05632040,SP,7107,,,,,,,,,
60073939,0001,08,1,,04,20190109,63,,,19890301,5611203,,RUA,DOBRADA,251,,VILA BUSCARDI,15990468,SP,6687,,,,,,,,,
60073947,0001,54,1,BAR DO GIBA,02,20051103,00,,,19890301,4712100,,RODOVIA,RAPOSO TAVARES,S/N,KM 244,Vila Aparecida,18720000,SP,6817,14,98374740,,,,,AACONTABIL1809@HOTMAIL.COM,,
60073954,0001,56,1,,08,19900711,01,,,19890301,5611203,,RUA,GENERAL CARNEIRO,455,,ESTACAO,14400902,SP,6425,,,,,,,,,
60073962,0001,00,1,,08,19920629,01,,,19890301,7911200,"7912100,7990200",RUA,CEARA,580,A,CENTRO,19640000,SP,6499,,,,,,,,,
60073970,0001,49,1,,08,20150716,01,,,19890301,5611203,,,MARGINAL  ASSIS  CHATEAUBRIAND,S/N,KM 524,ITORORO PARANAPANEMA,19200000,SP,6885,,,,,,,,,
60073988,0001,40,1,BAR E MERCEARIA OITI,08,20081231,71,,,19890301,5611203,,RUA,PROFESSOR RUBIAO MEIRA,4275,,JD PAULISTA,15700002,SP,6597,,,,,,,,,
60073996,0001,97,1,VIDREX,08,20081218,54,,,19890301,4743100,4789099,RUA,PEDRO PRUDENTE DE MORAES,963,-,CENTRO,15750000,SP,7015,,,,,,,,,
60074002,0001,57,1,,08,20081231,71,,,19890301,4774100,,RUA,DR GAMA RODRIGUES,46,,CENTRO,12490000,SP,7073,,,,,,,,,
60074010,0001,01,1,,08,19900430,01,,,19890301,4771701,,RUA,DOMINGOS SANTOS FILHO,196,,CENTRO,18270010,SP,7181,,,,,,,,,
60074028,0001,03,1,BAR E MERCEARIA BRASIL,08,19910603,01,,,19890301,4712100,,RUA,QUARENTA E DOIS,184,,BARONI,14780110,SP,6209,,,,,,,,,
60074036,0001,41,1,,08,20190208,01,,,19890301,8299799,"6399200,7410299,7490105,7490199,8219999,8299703,8299707",AVENIDA,PRESIDENTE VARGAS,1777,,CIDADE NOVA,14401120,SP,6425,16,37274866,,,16,37274866,,,
60074044,0001,98,1,,08,19950215,01,,,19890301,4761001,,RUA,SALVADOR DE TOLEDO,1383,,VILA NOVA,17340000,SP,6205,,,,,,,,,
60074051,0001,90,1,PET SHOP SAO FRANCISCO,02,20051103,00,,,19890301,4789004,4771704,RUA,CANANEIA,114,,JARDIM TRIUNFO,13920000,SP,6843,19,38934447,19,93630837,,,,,
60074069,0001,91,1,,08,19891228,01,,,19890301,5611203,,RUA,7 DE SETEMBRO,465,,CENTRO,17250000,SP,6203,,,,,,,,,
60074077,0001,38,1,BAR E EMPORIO CAMBUCI,08,20200214,01,,,19890301,4712100,,RUA,GALDINO DOS SANTOS,165,,JARDIM CAMBUCI,19045010,SP,6929,18,32731261,,,18,32731261,ESC_CONFIANCA@HOTMAIL.COM,,
60074085,0001,84,1,,08,19971231,01,,,19890301,4729601,,RUA,FRANCO DA ROCHA,888,,CIDADE JARDIM,13050430,SP,6291,,,,,,,,,
60074093,0001,20,1,SACOLAO J D,04,20181227,63,,,19890301,4729601,,RUA,15 DE AGOSTO,370,,CENTRO,15825000,SP,6815,,,,,,,,,
60074101,0001,39,1,,08,19900102,01,,,19890301,8888888,,RUA,SAO PEDRO,16-31,,CENTRO,15130001,SP,6707,,,,,,,,,
60074119,0001,30,1,,08,19900117,01,,,19890301,4781400,,RUA,RANGEL PESTANA,895,,VILA VIRGINIA,14030210,SP,6969,,,,,,,,,
60074127,0001,87,1,,08,19891006,01,,,19890301,5611203,,AVENIDA,COMENDADOR WOLTHERS,395,,CAPUAVA,09380200,SP,6689,,,,,,,,,
60074135,0001,23,1,DELLA-VITTA,02,20051103,00,,,19890301,5611203,4723700,RUA,CABO ANTONIO PEREIRA DA SILVA,133,,JARDIM TRANQUILIDADE,07051011,SP,6477,11,64240052,11,64240189,11,64240052,dfcont@terra.com.br,,
60074143,0001,70,1,BAR E RESTAURANTE PONTO DE ENCONTRO,08,19890807,01,,,19890301,5611203,,RUA,9 DE JULHO,353,,CENTRO,19500000,SP,6685,,,,,,,,,
60074150,0001,71,1,,08,20081231,71,,,19890301,4689399,"4649499,4669999",RUA,MANAUS,1477,,IPIRANGA,14060520,SP,6969,,,,,,,,,
60074168,0001,73,1,,08,20081231,71,,,19890301,5611203,,PRACA,JOHN F KENNEDY,S/N,,CENTRO,13930000,SP,7133,,,,,,,,,
60074176,0001,10,1,,08,20040615,01,,,19890301,8130300,,RUA,DA MOOCA,4146,,MOOCA,03165002,SP,7107,,,,,,,,,
60074184,0001,66,1,4X4 SINUCA'R BAR,08,20081231,71,,,19890301,5611203,,RUA,WANDENKOLK,1668,,BOA VISTA,16050220,SP,6155,,,,,,,,,
60074192,0001,02,1,,08,20150209,73,,,19890301,4781400,,RUA,DOMINGOS ANTUNES,36,,PQ ALVES DE LIMA,04902100,SP,7107,,,,,,,,,
60074200,0001,10,1,,08,20081231,71,,,19890301,5611203,,AVENIDA,MAESTRO ZICO SEABRA,1320,,JD ICARAY,16020240,SP,6155,,,,,,,,,
60074218,0001,12,1,,08,19921222,01,,,19890301,4713004,,RUA,FREI GASPAR,2878,,BEIRA MAR,11310060,SP,7121,,,,,,,,,
60074226,0001,69,1,CALECHE COSMETICOS E CABELEIREIROS,08,19960331,01,,,19890301,4771701,,RUA,AFONSO PENA,1016,,VILA MENDONCA,16015040,SP,6155,,,,,,,,,
60074234,0001,05,1,,02,20051103,00,,,19890301,4781400,,RUA,XV DE NOVEMBRO,15,,CENTRO,12210070,SP,7099,,,,,,,,,
60074242,0001,51,1,MERCEARIA N S APARECIDA,08,20031015,01,,,19890301,4712100,,RUA,MARIANA,386,,ENGENHEIRO TAVEIRA,16058703,SP,6155,,,,,,,,,
60074259,0001,09,1,,08,20081231,71,,,19890301,4755501,,RUA,PARANA,57,FDS,VILA MARIA,12209250,SP,7099,,,,,,,,,
60074267,0001,55,1,,08,20081231,71,,,19890301,4774100,,RUA,HUMAITA,1200,B BOX,VILA MENDONCA,16015090,SP,6155,,,,,,,,,
60074275,0001,00,1,,08,20091127,54,,,19890301,4789004,,RUA,DIVINOPOLIS,377,,BQ DOS EUCALIPTOS,12233200,SP,7099,,,,,,,,,
60074283,0001,48,1,MERCEARIA E QUITANDA DO DERCI,08,20081231,71,,,19890301,4712100,,AVENIDA,SAO FRANCISCO,1720,,VILA IZABEL A MARIM,16200260,SP,6229,,,,,,,,,
60074291,0001,94,1,,08,19900828,01,,,19890301,4712100,,RUA,CDE BARCA,199,,ITABERABA,08210040,SP,7107,,,,,,,,,
60074309,0001,58,1,DURALAJE,08,19920731,01,,,19890301,2330301,,RUA,LEO LIEDTKE,2480,,JARDIM ACEP,15370000,SP,6849,,,,,,,,,
